freq_Hz,measured_mag,measured_phase_rad,fit_mag
62900,0.408114,0.860038,0.404777212514398
63100,0.406304,0.863734,0.403601304355038
63300,0.404104,0.865992,0.402431840171177
63500,0.403287,0.875492,0.401268771051869
63700,0.402902,0.876161,0.40011204852129
63900,0.401092,0.882668,0.398961624535091
64100,0.400581,0.885477,0.397817451476755
64300,0.398195,0.895674,0.396679482153959
64500,0.398308,0.89973,0.395547669794944
64700,0.395666,0.90236,0.394421968044895
64900,0.394712,0.909351,0.393302330962327
65100,0.394551,2.955458,0.392188713015484
65300,0.392698,0.920361,0.391081069078746
65500,0.393213,2.982065,0.389979354429056
65700,0.389507,0.926894,0.388883524742351
65900,0.39019,0.932877,0.387793536090013
66100,0.387074,3.011961,0.386709344935336
66300,0.385062,3.030879,0.385630908130003
66500,0.384757,0.94632,0.384558182910588
66700,0.38409,3.053188,0.383491126895065
66900,0.380717,0.960367,0.382429698079346
67100,0.379343,0.965629,0.381373854833826
67300,0.378262,0.968756,0.38032355589996
67500,0.376492,3.091431,0.379278760386846
67700,0.37612,0.97648,0.378239427767839
67900,0.375054,3.119707,0.37720551787718
68100,0.371263,0.989246,0.376176990906646
68300,0.372886,0.996786,0.375153807402225
68500,0.371026,0.99585,0.37413592826081
68700,0.369627,-3.122489,0.373123314726912
68900,0.37018,-3.107588,0.372115928389405
69100,0.369085,1.014134,0.37111373117828
69300,0.366474,-3.083833,0.370116685361436
69500,0.366806,1.025098,0.369124753541486
69700,0.365497,1.027654,0.368137898652587
69900,0.36492,1.033704,0.367156083957294
70100,0.363436,1.036944,0.366179273043442
70300,0.362553,1.04444,0.365207429821043
70500,0.362281,1.048912,0.364240518519221
70700,0.359896,1.050974,0.363278503683154
70900,0.360073,1.060921,0.362321350171055
71100,0.360444,-2.983283,0.36136902315117
71300,0.358028,-2.970037,0.3604214880988
71500,0.358443,1.07152,0.359478710793354
71700,0.357231,1.078657,0.35854065731542
71900,0.354631,1.082026,0.357607294043862
72100,0.353983,-2.925777,0.356678587652943
72300,0.353151,1.097377,0.355754505109475
72500,0.351297,1.098951,0.354835013669988
72700,0.349702,1.10385,0.353920080877928
72900,0.349688,-2.879888,0.353009674560878
73100,0.348631,-2.867288,0.352103762827804
73300,0.348951,1.116789,0.351202314066324
73500,0.347122,1.127854,0.350305296940008
73700,0.346589,1.126099,0.349412680385692
73900,0.345174,1.135324,0.348524433610823
74100,0.343271,-2.812361,0.347640526090829
74300,0.342489,-2.799621,0.346760927566513
74500,0.342291,1.149108,0.345885608041463
74700,0.34037,-2.779629,0.3450145377795
74900,0.34091,1.159118,0.344147687302139
75100,0.340141,-2.759422,0.343285027386078
75300,0.338101,-2.746438,0.342426529060711
75500,0.339015,1.178082,0.341572163605662
75700,0.335801,1.185033,0.340721902548345
75900,0.336995,-2.705626,0.339875717661551
76100,0.335951,1.194015,0.339033580961048
76300,0.33378,-2.689174,0.338195464703212
76500,0.333967,1.20485,0.337361341382681
76700,0.332483,1.202608,0.33653118373003
76900,0.332064,1.214554,0.335704964709464
77100,0.330339,-2.640447,0.334882657516546
77300,0.330539,1.227638,0.334064235575933
77500,0.329104,1.232491,0.333249672539144
77700,0.330752,1.234014,0.332438942282345
77900,0.326885,1.241771,0.331632018904162
78100,0.326534,1.248129,0.330828876723507
78300,0.32672,-2.567856,0.330029490277434
78500,0.3242,1.257308,0.329233834319011
78700,0.32355,1.265245,0.328441883815214
78900,0.323492,1.272089,0.327653613944848
79100,0.321811,1.27228,0.326869000096479
79300,0.320493,1.278255,0.326088017866395
79500,0.321123,1.285987,0.325310643056583
79700,0.319294,1.287807,0.32453685167273
79900,0.318052,1.293363,0.323766619922243
80100,0.317978,-2.464595,0.322999924212286
80300,0.318458,1.301711,0.32223674114784
80500,0.316191,-2.440992,0.321477047529785
80700,0.315724,1.316708,0.320720820352996
80900,0.315352,1.322846,0.319968036804466
81100,0.315638,1.331022,0.319218674261437
81300,0.312156,1.332978,0.318472710289561
81500,0.313273,-2.378685,0.317730122641077
81700,0.311195,-2.365348,0.316990889253003
81900,0.31069,1.34543,0.316254988245349
82100,0.310996,-2.352069,0.315522397919351
82300,0.309322,1.360727,0.314793096755718
82500,0.307156,-2.325566,0.314067063412902
82700,0.308066,1.373773,0.313344276725382
82900,0.307177,1.376293,0.31262471570197
83100,0.306746,1.385078,0.311908359524129
83300,0.305988,-2.281585,0.311195187544315
83500,0.305274,-2.269478,0.310485179284329
83700,0.304311,-2.257046,0.309778314433693
83900,0.303651,-2.238078,0.309074572848039
84100,0.303827,1.411927,0.308373934547512
84300,0.301935,-2.223878,0.3076763797152
84500,0.30166,1.415164,0.306981888695566
84700,0.300819,-2.196727,0.306290441992909
84900,0.299362,1.433606,0.305602020269833
85100,0.299225,1.442334,0.304916604345737
85300,0.300411,1.44223,0.304234175195315
85500,0.297147,-2.142078,0.303554713947079
85700,0.297858,1.462174,0.30287820188189
85900,0.294399,1.458657,0.302204620431509
86100,0.294463,1.465069,0.301533951177166
86300,0.293847,1.469184,0.300866175848131
86500,0.29473,-2.093764,0.300201276320318
86700,0.293164,1.481259,0.299539234614889
86900,0.292731,1.487378,0.298880032896879
87100,0.292619,1.489139,0.298223653473834
87300,0.291083,1.497224,0.297570078794466
87500,0.290902,1.502292,0.296919291447316
87700,0.292434,-2.020507,0.296271274159436
87900,0.290382,1.511972,0.295626009795085
88100,0.287932,1.526745,0.294983481354433
88300,0.287016,-2.014006,0.294343671972286
88500,0.288751,1.523623,0.293706564916819
88700,0.290642,1.536607,0.293072143588326
88900,0.287194,1.533366,0.292440391517976
89100,0.286955,-1.936393,0.291811292366592
89300,0.282325,1.544057,0.291184829923437
89500,0.28605,1.55526,0.29056098810501
89700,0.285416,-1.901182,0.289939750953862
89900,0.283642,1.568485,0.289321102637418
90100,0.281088,1.577645,0.288705027446812
90300,0.284075,1.584347,0.288091509795741
90500,0.28275,1.589965,0.287480534219319
90700,0.283489,1.592031,0.286872085372953
90900,0.281606,1.591451,0.286266148031229
91100,0.279942,1.604342,0.285662707086802
91300,0.279912,1.610744,0.285061747549311
91500,0.279916,1.620554,0.284463254544289
91700,0.27865,1.623131,0.283867213312101
91900,0.276197,1.623842,0.283273609206878
92100,0.275491,-1.756284,0.282682427695474
92300,0.276938,1.641816,0.282093654356428
92500,0.277047,1.647574,0.281507274878933
92700,0.27566,1.647758,0.280923275061827
92900,0.274059,-1.70151,0.280341640812582
93100,0.271411,-1.704255,0.279762358146313
93300,0.27117,1.663247,0.279185413184792
93500,0.271224,-1.669141,0.278610792155472
93700,0.271005,1.689846,0.278038481390525
93900,0.270633,1.689545,0.277468467325886
94100,0.268792,1.69154,0.276900736500309
94300,0.26879,-1.621324,0.276335275554434
94500,0.269595,1.695845,0.275772071229857
94700,0.268355,1.712382,0.27521111036822
94900,0.270093,1.719976,0.274652379910299
95100,0.270281,1.724319,0.274095866895113
95300,0.268159,-1.559398,0.273541558459031
95500,0.270392,1.723478,0.272989441834898
95700,0.269185,-1.542608,0.27243950435116
95900,0.269785,-1.529879,0.271891733431009
96100,0.268956,1.745001,0.271346116591527
96300,0.270115,1.743405,0.270802641442844
96500,0.269424,1.763906,0.270261295687306
96700,0.268246,-1.491221,0.269722067118642
96900,0.264538,1.753963,0.269184943621156
97100,0.262859,-1.469348,0.268649913168909
97300,0.266892,-1.471455,0.268116963824925
97500,0.268288,1.803603,0.267586083740392
